sku,listing,part_type,current_category_id,current_category,vehicles_we_pushed,vehicles_displayed,suggested_category_id,suggested_category,actionable
61661,https://www.ebay.com/itm/407127815465,BCM Body Control Module,107062,(not in our tree - In-Car Tech / Performance branch),10,0,33596,"Starters, Alternators, ECUs & Wiring > ECUs & Computer Modules",YES - moving this would show fitment
61694,https://www.ebay.com/itm/407132043768,Front Left Right Door Triangle Corner Speaker Assemblys SET,179671,(not in our tree - In-Car Tech / Performance branch),10,0,,car audio - no Car&Truck equivalent; likely stays as is,no good target
61867,https://www.ebay.com/itm/407132103788,Liftgate Trunk Lid Emblem,33643,Car & Truck Parts & Accessories > Exterior Parts & Accessories > Emble,7,0,,Emblems - not vehicle-fitment rendered,no good target
62061,https://www.ebay.com/itm/407087001657,Knob Controller Module,107062,(not in our tree - In-Car Tech / Performance branch),14,0,33596,"Starters, Alternators, ECUs & Wiring > ECUs & Computer Modules",YES - moving this would show fitment
62064,https://www.ebay.com/itm/407101755905,PDC Park Assist Control Module,107062,(not in our tree - In-Car Tech / Performance branch),14,0,33596,"Starters, Alternators, ECUs & Wiring > ECUs & Computer Modules",YES - moving this would show fitment
62069,https://www.ebay.com/itm/407088898164,Stereo Audio Amp Amplifier,21647,(not in our tree - In-Car Tech / Performance branch),14,0,,car audio - amplifiers,no good target
62070,https://www.ebay.com/itm/407087026378,Decklid Liftgate Trunk Module,107062,(not in our tree - In-Car Tech / Performance branch),14,0,33596,"Starters, Alternators, ECUs & Wiring > ECUs & Computer Modules",YES - moving this would show fitment
62071,https://www.ebay.com/itm/407087026433,Antenna Telematics Control Module,107062,(not in our tree - In-Car Tech / Performance branch),14,0,33596,"Starters, Alternators, ECUs & Wiring > ECUs & Computer Modules",YES - moving this would show fitment
62088,https://www.ebay.com/itm/407086980392,Cooling Fan Relay Module,107062,(not in our tree - In-Car Tech / Performance branch),14,0,33596,"Starters, Alternators, ECUs & Wiring > ECUs & Computer Modules",YES - moving this would show fitment
62089,https://www.ebay.com/itm/407086984638,Cooling Fan Relay Module,107062,(not in our tree - In-Car Tech / Performance branch),14,0,33596,"Starters, Alternators, ECUs & Wiring > ECUs & Computer Modules",YES - moving this would show fitment
62096,https://www.ebay.com/itm/407088897768,Car Stereo Radio Reciever Headunit Head Unit,174119,(not in our tree - In-Car Tech / Performance branch),14,0,,car audio - head units,no good target
62138,https://www.ebay.com/itm/407086800196,Monitor Display Screen,169395,(not in our tree - In-Car Tech / Performance branch),14,0,,in-car screens,no good target
62145,https://www.ebay.com/itm/407096156324,Bdc Body Domain Fem Control Module,107062,(not in our tree - In-Car Tech / Performance branch),14,0,33596,"Starters, Alternators, ECUs & Wiring > ECUs & Computer Modules",YES - moving this would show fitment
62148,https://www.ebay.com/itm/407096142676,Left Right Seat Speaker Subwoofer SET,38771,(not in our tree - In-Car Tech / Performance branch),14,0,,car audio - subwoofers,no good target
62210,https://www.ebay.com/itm/407132078717,Wheel Rim,179679,"Car & Truck Parts & Accessories > Wheels, Tires & Parts > Wheels",7,0,,"Wheels - eBay uses wheel specs, not vehicle fitment",no good target
62211,https://www.ebay.com/itm/407132078688,Wheel Rim,179679,"Car & Truck Parts & Accessories > Wheels, Tires & Parts > Wheels",7,0,,"Wheels - eBay uses wheel specs, not vehicle fitment",no good target
62212,https://www.ebay.com/itm/407132078705,Wheel Rim,179679,"Car & Truck Parts & Accessories > Wheels, Tires & Parts > Wheels",7,0,,"Wheels - eBay uses wheel specs, not vehicle fitment",no good target
62213,https://www.ebay.com/itm/407132078699,Wheel Rim,179679,"Car & Truck Parts & Accessories > Wheels, Tires & Parts > Wheels",7,0,,"Wheels - eBay uses wheel specs, not vehicle fitment",no good target
62320,https://www.ebay.com/itm/407145111454,Car Stereo Radio Reciever Headunit Head Unit,174119,(not in our tree - In-Car Tech / Performance branch),7,0,,car audio - head units,no good target
6337,https://www.ebay.com/itm/407129832113,Stereo Audio Amp Amplifier,21647,(not in our tree - In-Car Tech / Performance branch),7,0,,car audio - amplifiers,no good target
63378,https://www.ebay.com/itm/407161332547,Emblem Badge Symbol Logo,33643,Car & Truck Parts & Accessories > Exterior Parts & Accessories > Emble,30,0,,Emblems - not vehicle-fitment rendered,no good target
6338,https://www.ebay.com/itm/407129859622,Decklid Liftgate Trunk Module,107062,(not in our tree - In-Car Tech / Performance branch),7,0,33596,"Starters, Alternators, ECUs & Wiring > ECUs & Computer Modules",YES - moving this would show fitment
6347,https://www.ebay.com/itm/407129830925,EKP Fuel Pump Module,107062,(not in our tree - In-Car Tech / Performance branch),7,0,33596,"Starters, Alternators, ECUs & Wiring > ECUs & Computer Modules",YES - moving this would show fitment
6379,https://www.ebay.com/itm/407129803218,PDC Park Assist Control Module,107062,(not in our tree - In-Car Tech / Performance branch),7,0,33596,"Starters, Alternators, ECUs & Wiring > ECUs & Computer Modules",YES - moving this would show fitment
63981,https://www.ebay.com/itm/407131467198,Stereo Audio Amp Amplifier,21647,(not in our tree - In-Car Tech / Performance branch),7,0,,car audio - amplifiers,no good target
64111,https://www.ebay.com/itm/407137232274,EKP Fuel Pump Module,107062,(not in our tree - In-Car Tech / Performance branch),6,0,33596,"Starters, Alternators, ECUs & Wiring > ECUs & Computer Modules",YES - moving this would show fitment
64160,https://www.ebay.com/itm/407138749010,PCU Power Voltage Module,107062,(not in our tree - In-Car Tech / Performance branch),4,0,33596,"Starters, Alternators, ECUs & Wiring > ECUs & Computer Modules",YES - moving this would show fitment
64162,https://www.ebay.com/itm/407138745838,Suspension Module,107062,(not in our tree - In-Car Tech / Performance branch),4,0,33596,"Starters, Alternators, ECUs & Wiring > ECUs & Computer Modules",YES - moving this would show fitment
64212,https://www.ebay.com/itm/407139948697,Monitor Display Screen,169395,(not in our tree - In-Car Tech / Performance branch),4,0,,in-car screens,no good target
64312,https://www.ebay.com/itm/407142365429,Cooling Fan Relay Module,107062,(not in our tree - In-Car Tech / Performance branch),6,0,33596,"Starters, Alternators, ECUs & Wiring > ECUs & Computer Modules",YES - moving this would show fitment
64323,https://www.ebay.com/itm/407142365454,Rear View Camera Control Module,107062,(not in our tree - In-Car Tech / Performance branch),6,0,33596,"Starters, Alternators, ECUs & Wiring > ECUs & Computer Modules",YES - moving this would show fitment
64623,https://www.ebay.com/itm/407159006829,Monitor Display Screen,169395,(not in our tree - In-Car Tech / Performance branch),10,0,,in-car screens,no good target
6571,https://www.ebay.com/itm/407144177160,Cooling Fan Relay Module,107062,(not in our tree - In-Car Tech / Performance branch),9,0,33596,"Starters, Alternators, ECUs & Wiring > ECUs & Computer Modules",YES - moving this would show fitment
6587,https://www.ebay.com/itm/407136928244,BCM Body Control Module,107062,(not in our tree - In-Car Tech / Performance branch),9,0,33596,"Starters, Alternators, ECUs & Wiring > ECUs & Computer Modules",YES - moving this would show fitment
6589,https://www.ebay.com/itm/407136927865,Radio Receiver Module,174119,(not in our tree - In-Car Tech / Performance branch),9,0,,car audio - head units,no good target
6590,https://www.ebay.com/itm/407127411607,Suspension Module,107062,(not in our tree - In-Car Tech / Performance branch),9,0,33596,"Starters, Alternators, ECUs & Wiring > ECUs & Computer Modules",YES - moving this would show fitment
6593,https://www.ebay.com/itm/407137122621,Car Stereo Radio Reciever Headunit Head Unit,174119,(not in our tree - In-Car Tech / Performance branch),9,0,,car audio - head units,no good target
6594,https://www.ebay.com/itm/407136927695,Stereo Audio Amp Amplifier,21647,(not in our tree - In-Car Tech / Performance branch),9,0,,car audio - amplifiers,no good target
6600,https://www.ebay.com/itm/407137122655,Car Stereo Radio Reciever Headunit Head Unit,174119,(not in our tree - In-Car Tech / Performance branch),9,0,,car audio - head units,no good target
6633,https://www.ebay.com/itm/407136909912,RDC TPMS Tire Pressure Monitoring System Module,107062,(not in our tree - In-Car Tech / Performance branch),9,0,33596,"Starters, Alternators, ECUs & Wiring > ECUs & Computer Modules",YES - moving this would show fitment
6634,https://www.ebay.com/itm/407136909546,RDC TPMS Tire Pressure Monitoring System Module,107062,(not in our tree - In-Car Tech / Performance branch),9,0,33596,"Starters, Alternators, ECUs & Wiring > ECUs & Computer Modules",YES - moving this would show fitment
6635,https://www.ebay.com/itm/407137174783,RDC TPMS Tire Pressure Monitoring System Module,107062,(not in our tree - In-Car Tech / Performance branch),9,0,33596,"Starters, Alternators, ECUs & Wiring > ECUs & Computer Modules",YES - moving this would show fitment
6639,https://www.ebay.com/itm/407136910359,PDC Park Assist Control Module,107062,(not in our tree - In-Car Tech / Performance branch),9,0,33596,"Starters, Alternators, ECUs & Wiring > ECUs & Computer Modules",YES - moving this would show fitment
6735,https://www.ebay.com/itm/407131595051,RDC TPMS Tire Pressure Monitoring System Module,107062,(not in our tree - In-Car Tech / Performance branch),12,0,33596,"Starters, Alternators, ECUs & Wiring > ECUs & Computer Modules",YES - moving this would show fitment
702,https://www.ebay.com/itm/407132045531,Liftgate Tailgate Trunk Deckid Control Module,107062,(not in our tree - In-Car Tech / Performance branch),16,0,33596,"Starters, Alternators, ECUs & Wiring > ECUs & Computer Modules",YES - moving this would show fitment
875,https://www.ebay.com/itm/407132055204,Car Stereo Radio Reciever Headunit Head Unit,174119,(not in our tree - In-Car Tech / Performance branch),16,0,,car audio - head units,no good target
